drafter,split,position,step,acc,sum,total
dflash,train,2,1230,0.327,669.000,2.05e+03
dflash,train,2,1240,0.357,731.000,2.05e+03
dflash,train,2,1250,0.376,768.000,2.04e+03
dflash,train,2,1260,0.329,674.000,2.05e+03
dflash,train,2,1270,0.350,715.000,2.04e+03
dflash,train,2,1280,0.389,795.000,2.05e+03
dflash,train,2,1290,0.326,668.000,2.05e+03
dflash,train,2,1300,0.327,668.000,2.04e+03
dflash,train,2,1310,0.347,709.000,2.04e+03
dflash,train,2,1320,0.425,868.000,2.04e+03
dflash,train,2,1330,0.364,745.000,2.05e+03
dflash,train,2,1340,0.351,719.000,2.05e+03
dflash,train,2,1350,0.381,780.000,2.05e+03
dflash,train,2,1360,0.333,682.000,2.04e+03
dflash,train,2,1370,0.332,679.000,2.04e+03
dflash,train,2,1380,0.358,732.000,2.05e+03
dflash,train,2,1390,0.357,730.000,2.05e+03
dflash,train,2,1400,0.322,660.000,2.05e+03
dflash,train,2,1410,0.375,767.000,2.05e+03
dflash,val,2,471,0.197,2.09e+04,1.06e+05
dflash,val,2,942,0.264,2.86e+04,1.08e+05
dflash,val,2,1413,0.310,3.36e+04,1.08e+05
dflash,train,3,0,0.00e+00,0.00e+00,2.04e+03
dflash,train,3,10,0.00e+00,0.00e+00,2.04e+03
dflash,train,3,20,0.00e+00,0.00e+00,2.04e+03
dflash,train,3,30,0.00e+00,0.00e+00,2.05e+03
dflash,train,3,40,0.00e+00,0.00e+00,2.04e+03
dflash,train,3,50,0.002,4.000,2.04e+03
dflash,train,3,60,9.79e-04,2.000,2.04e+03
dflash,train,3,70,0.004,8.000,2.04e+03
dflash,train,3,80,0.009,18.000,2.04e+03
dflash,train,3,90,0.019,38.000,2.04e+03
dflash,train,3,100,0.012,24.000,2.04e+03
dflash,train,3,110,0.015,31.000,2.04e+03
dflash,train,3,120,0.014,28.000,2.04e+03
dflash,train,3,130,0.023,46.000,2.04e+03
dflash,train,3,140,0.019,39.000,2.04e+03
dflash,train,3,150,0.029,59.000,2.04e+03
dflash,train,3,160,0.048,99.000,2.04e+03
dflash,train,3,170,0.017,34.000,2.05e+03
dflash,train,3,180,0.027,56.000,2.05e+03
dflash,train,3,190,0.035,72.000,2.04e+03
dflash,train,3,200,0.049,101.000,2.04e+03
dflash,train,3,210,0.046,93.000,2.04e+03
dflash,train,3,220,0.038,77.000,2.04e+03
dflash,train,3,230,0.051,105.000,2.05e+03
dflash,train,3,240,0.049,100.000,2.04e+03
dflash,train,3,250,0.051,104.000,2.04e+03
dflash,train,3,260,0.059,120.000,2.04e+03
dflash,train,3,270,0.065,133.000,2.04e+03
dflash,train,3,280,0.060,123.000,2.04e+03
dflash,train,3,290,0.045,92.000,2.04e+03
dflash,train,3,300,0.066,134.000,2.04e+03
dflash,train,3,310,0.055,112.000,2.05e+03
dflash,train,3,320,0.045,93.000,2.05e+03
dflash,train,3,330,0.077,158.000,2.04e+03
dflash,train,3,340,0.050,102.000,2.04e+03
dflash,train,3,350,0.081,166.000,2.04e+03
dflash,train,3,360,0.073,149.000,2.04e+03
dflash,train,3,370,0.048,98.000,2.04e+03
dflash,train,3,380,0.067,137.000,2.04e+03
dflash,train,3,390,0.069,140.000,2.04e+03
dflash,train,3,400,0.076,156.000,2.04e+03
dflash,train,3,410,0.099,203.000,2.04e+03
dflash,train,3,420,0.063,128.000,2.05e+03
dflash,train,3,430,0.092,188.000,2.05e+03
dflash,train,3,440,0.098,200.000,2.04e+03
dflash,train,3,450,0.087,177.000,2.04e+03
dflash,train,3,460,0.093,191.000,2.04e+03
dflash,train,3,470,0.078,160.000,2.04e+03
dflash,train,3,480,0.071,146.000,2.05e+03
dflash,train,3,490,0.099,203.000,2.04e+03
dflash,train,3,500,0.070,143.000,2.04e+03
dflash,train,3,510,0.054,110.000,2.05e+03
dflash,train,3,520,0.088,179.000,2.04e+03
dflash,train,3,530,0.081,166.000,2.04e+03
dflash,train,3,540,0.115,235.000,2.04e+03
dflash,train,3,550,0.107,219.000,2.04e+03
dflash,train,3,560,0.087,178.000,2.04e+03
dflash,train,3,570,0.099,203.000,2.05e+03
dflash,train,3,580,0.114,234.000,2.04e+03
dflash,train,3,590,0.102,209.000,2.05e+03
dflash,train,3,600,0.100,205.000,2.04e+03
dflash,train,3,610,0.083,170.000,2.05e+03
dflash,train,3,620,0.112,229.000,2.04e+03
dflash,train,3,630,0.089,182.000,2.04e+03
dflash,train,3,640,0.089,181.000,2.04e+03
dflash,train,3,650,0.071,146.000,2.04e+03
dflash,train,3,660,0.119,243.000,2.04e+03
dflash,train,3,670,0.085,173.000,2.04e+03
dflash,train,3,680,0.090,184.000,2.04e+03
dflash,train,3,690,0.125,256.000,2.04e+03
dflash,train,3,700,0.106,216.000,2.04e+03
dflash,train,3,710,0.089,183.000,2.04e+03
dflash,train,3,720,0.078,160.000,2.04e+03
dflash,train,3,730,0.132,269.000,2.04e+03
dflash,train,3,740,0.108,221.000,2.05e+03
dflash,train,3,750,0.112,228.000,2.04e+03
dflash,train,3,760,0.114,233.000,2.05e+03
dflash,train,3,770,0.086,176.000,2.04e+03
dflash,train,3,780,0.104,212.000,2.05e+03
dflash,train,3,790,0.101,207.000,2.04e+03
dflash,train,3,800,0.081,165.000,2.04e+03
dflash,train,3,810,0.141,289.000,2.05e+03
dflash,train,3,820,0.147,300.000,2.04e+03
dflash,train,3,830,0.119,244.000,2.05e+03
dflash,train,3,840,0.105,215.000,2.04e+03
dflash,train,3,850,0.137,281.000,2.04e+03
dflash,train,3,860,0.110,224.000,2.04e+03
dflash,train,3,870,0.151,309.000,2.04e+03
dflash,train,3,880,0.164,335.000,2.04e+03
dflash,train,3,890,0.159,326.000,2.05e+03
dflash,train,3,900,0.116,238.000,2.04e+03
dflash,train,3,910,0.138,281.000,2.04e+03
dflash,train,3,920,0.150,307.000,2.04e+03
dflash,train,3,930,0.136,278.000,2.04e+03
dflash,train,3,940,0.127,259.000,2.04e+03
dflash,train,3,950,0.143,293.000,2.05e+03
dflash,train,3,960,0.150,307.000,2.04e+03
dflash,train,3,970,0.150,306.000,2.04e+03
dflash,train,3,980,0.161,286.000,1.77e+03
dflash,train,3,990,0.157,320.000,2.04e+03
dflash,train,3,1000,0.158,323.000,2.04e+03
dflash,train,3,1010,0.184,377.000,2.05e+03
dflash,train,3,1020,0.150,306.000,2.05e+03
dflash,train,3,1030,0.191,391.000,2.04e+03
dflash,train,3,1040,0.149,305.000,2.04e+03
dflash,train,3,1050,0.141,289.000,2.04e+03
dflash,train,3,1060,0.157,321.000,2.04e+03
dflash,train,3,1070,0.119,243.000,2.04e+03
dflash,train,3,1080,0.174,356.000,2.04e+03
dflash,train,3,1090,0.152,311.000,2.04e+03
dflash,train,3,1100,0.166,340.000,2.05e+03
dflash,train,3,1110,0.202,413.000,2.04e+03
dflash,train,3,1120,0.161,329.000,2.05e+03
dflash,train,3,1130,0.166,340.000,2.05e+03
dflash,train,3,1140,0.137,280.000,2.04e+03
dflash,train,3,1150,0.158,323.000,2.04e+03
dflash,train,3,1160,0.121,247.000,2.05e+03
dflash,train,3,1170,0.203,416.000,2.04e+03
dflash,train,3,1180,0.163,334.000,2.04e+03
dflash,train,3,1190,0.158,323.000,2.04e+03
dflash,train,3,1200,0.155,313.000,2.02e+03
dflash,train,3,1210,0.144,295.000,2.04e+03
dflash,train,3,1220,0.200,408.000,2.04e+03
dflash,train,3,1230,0.182,371.000,2.04e+03
dflash,train,3,1240,0.179,367.000,2.05e+03
dflash,train,3,1250,0.204,416.000,2.04e+03
dflash,train,3,1260,0.164,336.000,2.04e+03
dflash,train,3,1270,0.169,345.000,2.04e+03
dflash,train,3,1280,0.217,444.000,2.04e+03
dflash,train,3,1290,0.172,352.000,2.04e+03
dflash,train,3,1300,0.169,345.000,2.04e+03
dflash,train,3,1310,0.175,358.000,2.04e+03
dflash,train,3,1320,0.272,555.000,2.04e+03
dflash,train,3,1330,0.185,377.000,2.04e+03
dflash,train,3,1340,0.181,370.000,2.04e+03
dflash,train,3,1350,0.204,416.000,2.04e+03
dflash,train,3,1360,0.173,353.000,2.04e+03
dflash,train,3,1370,0.173,353.000,2.04e+03
dflash,train,3,1380,0.185,379.000,2.04e+03
dflash,train,3,1390,0.189,386.000,2.04e+03
dflash,train,3,1400,0.152,312.000,2.05e+03
dflash,train,3,1410,0.188,384.000,2.05e+03
dflash,val,3,471,0.081,8.60e+03,1.06e+05
dflash,val,3,942,0.123,1.33e+04,1.08e+05
dflash,val,3,1413,0.153,1.65e+04,1.08e+05
dflash2,train,1,0,0.00e+00,0.00e+00,2.05e+03
dflash2,train,1,10,0.006,13.000,2.05e+03
dflash2,train,1,20,0.058,118.000,2.05e+03
dflash2,train,1,30,0.116,238.000,2.05e+03
dflash2,train,1,40,0.157,322.000,2.05e+03
dflash2,train,1,50,0.168,343.000,2.05e+03
dflash2,train,1,60,0.188,385.000,2.05e+03
dflash2,train,1,70,0.217,444.000,2.05e+03
dflash2,train,1,80,0.236,483.000,2.05e+03
dflash2,train,1,90,0.265,542.000,2.05e+03
dflash2,train,1,100,0.241,492.000,2.04e+03
dflash2,train,1,110,0.283,579.000,2.05e+03
dflash2,train,1,120,0.238,487.000,2.05e+03
dflash2,train,1,130,0.313,642.000,2.05e+03
dflash2,train,1,140,0.322,660.000,2.05e+03
dflash2,train,1,150,0.318,650.000,2.05e+03
dflash2,train,1,160,0.356,729.000,2.05e+03
dflash2,train,1,170,0.323,661.000,2.05e+03
dflash2,train,1,180,0.335,685.000,2.05e+03
dflash2,train,1,190,0.346,709.000,2.05e+03
dflash2,train,1,200,0.370,756.000,2.05e+03
dflash2,train,1,210,0.375,768.000,2.05e+03
dflash2,train,1,220,0.349,715.000,2.05e+03
dflash2,train,1,230,0.391,800.000,2.05e+03
dflash2,train,1,240,0.379,775.000,2.05e+03
dflash2,train,1,250,0.409,837.000,2.05e+03
dflash2,train,1,260,0.411,840.000,2.04e+03
dflash2,train,1,270,0.419,857.000,2.05e+03
dflash2,train,1,280,0.417,853.000,2.05e+03
dflash2,train,1,290,0.404,826.000,2.05e+03
dflash2,train,1,300,0.424,868.000,2.05e+03
dflash2,train,1,310,0.393,803.000,2.04e+03
dflash2,train,1,320,0.397,811.000,2.04e+03
dflash2,train,1,330,0.408,836.000,2.05e+03
dflash2,train,1,340,0.401,821.000,2.05e+03
dflash2,train,1,350,0.470,962.000,2.05e+03
dflash2,train,1,360,0.429,879.000,2.05e+03
dflash2,train,1,370,0.415,849.000,2.04e+03
dflash2,train,1,380,0.407,833.000,2.05e+03
dflash2,train,1,390,0.432,885.000,2.05e+03
dflash2,train,1,400,0.467,955.000,2.05e+03
dflash2,train,1,410,0.444,910.000,2.05e+03
dflash2,train,1,420,0.433,886.000,2.05e+03
dflash2,train,1,430,0.490,1.00e+03,2.05e+03
dflash2,train,1,440,0.459,938.000,2.04e+03
dflash2,train,1,450,0.471,964.000,2.05e+03
dflash2,train,1,460,0.456,933.000,2.05e+03
dflash2,train,1,470,0.450,922.000,2.05e+03
dflash2,train,1,480,0.505,1.03e+03,2.05e+03
dflash2,train,1,490,0.488,998.000,2.05e+03
dflash2,train,1,500,0.488,998.000,2.05e+03
dflash2,train,1,510,0.443,907.000,2.05e+03
dflash2,train,1,520,0.488,999.000,2.05e+03
dflash2,train,1,530,0.473,969.000,2.05e+03
dflash2,train,1,540,0.493,1.01e+03,2.05e+03
dflash2,train,1,550,0.495,1.01e+03,2.05e+03
dflash2,train,1,560,0.468,959.000,2.05e+03
dflash2,train,1,570,0.485,994.000,2.05e+03
dflash2,train,1,580,0.503,1.03e+03,2.05e+03
dflash2,train,1,590,0.493,1.01e+03,2.05e+03
dflash2,train,1,600,0.511,1.05e+03,2.05e+03
dflash2,train,1,610,0.526,1.08e+03,2.05e+03
dflash2,train,1,620,0.519,1.06e+03,2.05e+03
dflash2,train,1,630,0.494,1.01e+03,2.05e+03
dflash2,train,1,640,0.500,1.02e+03,2.04e+03
dflash2,train,1,650,0.488,998.000,2.05e+03
dflash2,train,1,660,0.528,1.08e+03,2.05e+03
dflash2,train,1,670,0.504,1.03e+03,2.05e+03
dflash2,train,1,680,0.478,979.000,2.05e+03
dflash2,train,1,690,0.536,1.10e+03,2.05e+03
dflash2,train,1,700,0.505,1.03e+03,2.05e+03
dflash2,train,1,710,0.529,1.08e+03,2.05e+03
dflash2,train,1,720,0.506,1.03e+03,2.04e+03
dflash2,train,1,730,0.555,1.14e+03,2.05e+03
dflash2,train,1,740,0.514,1.05e+03,2.05e+03
dflash2,train,1,750,0.500,1.02e+03,2.05e+03
dflash2,train,1,760,0.545,1.12e+03,2.05e+03
dflash2,train,1,770,0.501,1.03e+03,2.05e+03
dflash2,train,1,780,0.534,1.09e+03,2.05e+03
dflash2,train,1,790,0.520,1.06e+03,2.05e+03
dflash2,train,1,800,0.477,976.000,2.05e+03
dflash2,train,1,810,0.558,1.14e+03,2.05e+03
dflash2,train,1,820,0.560,1.14e+03,2.04e+03
dflash2,train,1,830,0.532,1.09e+03,2.05e+03
dflash2,train,1,840,0.513,1.05e+03,2.05e+03
dflash2,train,1,850,0.546,1.12e+03,2.05e+03
dflash2,train,1,860,0.549,1.12e+03,2.05e+03
dflash2,train,1,870,0.564,1.15e+03,2.05e+03
dflash2,train,1,880,0.590,1.21e+03,2.05e+03
dflash2,train,1,890,0.549,1.12e+03,2.05e+03
dflash2,train,1,900,0.531,1.09e+03,2.05e+03
dflash2,train,1,910,0.563,1.15e+03,2.04e+03
dflash2,train,1,920,0.547,1.12e+03,2.05e+03
dflash2,train,1,930,0.545,1.12e+03,2.05e+03
dflash2,train,1,940,0.526,1.08e+03,2.05e+03
dflash2,train,1,950,0.585,1.20e+03,2.05e+03
dflash2,train,1,960,0.612,1.25e+03,2.05e+03
dflash2,train,1,970,0.590,1.21e+03,2.05e+03
dflash2,train,1,980,0.602,1.07e+03,1.78e+03
dflash2,train,1,990,0.607,1.24e+03,2.04e+03
dflash2,train,1,1000,0.580,1.19e+03,2.05e+03
dflash2,train,1,1010,0.616,1.26e+03,2.05e+03
dflash2,train,1,1020,0.562,1.15e+03,2.05e+03
dflash2,train,1,1030,0.621,1.27e+03,2.05e+03
dflash2,train,1,1040,0.630,1.29e+03,2.05e+03
dflash2,train,1,1050,0.586,1.20e+03,2.05e+03
dflash2,train,1,1060,0.590,1.21e+03,2.05e+03
dflash2,train,1,1070,0.573,1.17e+03,2.05e+03
dflash2,train,1,1080,0.593,1.21e+03,2.05e+03
dflash2,train,1,1090,0.590,1.21e+03,2.05e+03
dflash2,train,1,1100,0.584,1.20e+03,2.04e+03
dflash2,train,1,1110,0.612,1.25e+03,2.05e+03
dflash2,train,1,1120,0.594,1.22e+03,2.05e+03
dflash2,train,1,1130,0.593,1.21e+03,2.04e+03
dflash2,train,1,1140,0.593,1.22e+03,2.05e+03
dflash2,train,1,1150,0.598,1.22e+03,2.05e+03
dflash2,train,1,1160,0.581,1.19e+03,2.05e+03
dflash2,train,1,1170,0.624,1.28e+03,2.05e+03
dflash2,train,1,1180,0.618,1.26e+03,2.05e+03
dflash2,train,1,1190,0.608,1.24e+03,2.05e+03
dflash2,train,1,1200,0.591,1.20e+03,2.03e+03
dflash2,train,1,1210,0.587,1.20e+03,2.04e+03
dflash2,train,1,1220,0.636,1.30e+03,2.05e+03
dflash2,train,1,1230,0.619,1.27e+03,2.05e+03
dflash2,train,1,1240,0.658,1.35e+03,2.05e+03
dflash2,train,1,1250,0.638,1.30e+03,2.05e+03
dflash2,train,1,1260,0.622,1.27e+03,2.04e+03
dflash2,train,1,1270,0.614,1.26e+03,2.05e+03
dflash2,train,1,1280,0.669,1.37e+03,2.05e+03
dflash2,train,1,1290,0.602,1.23e+03,2.04e+03
dflash2,train,1,1300,0.581,1.19e+03,2.04e+03
dflash2,train,1,1310,0.604,1.24e+03,2.05e+03
dflash2,train,1,1320,0.681,1.39e+03,2.05e+03
dflash2,train,1,1330,0.621,1.27e+03,2.04e+03
dflash2,train,1,1340,0.619,1.27e+03,2.05e+03
dflash2,train,1,1350,0.614,1.26e+03,2.05e+03
dflash2,train,1,1360,0.615,1.26e+03,2.05e+03
dflash2,train,1,1370,0.604,1.24e+03,2.05e+03
dflash2,train,1,1380,0.619,1.27e+03,2.05e+03
dflash2,train,1,1390,0.638,1.31e+03,2.05e+03
dflash2,train,1,1400,0.597,1.22e+03,2.05e+03
dflash2,train,1,1410,0.658,1.35e+03,2.05e+03
dflash2,val,1,471,0.457,4.86e+04,1.06e+05
dflash2,val,1,942,0.536,5.81e+04,1.08e+05
dflash2,val,1,1413,0.579,6.28e+04,1.08e+05
dflash2,train,2,0,0.00e+00,0.00e+00,2.05e+03
dflash2,train,2,10,0.00e+00,0.00e+00,2.05e+03
dflash2,train,2,20,0.00e+00,0.00e+00,2.04e+03
dflash2,train,2,30,0.003,7.000,2.05e+03
dflash2,train,2,40,0.017,34.000,2.04e+03
dflash2,train,2,50,0.030,61.000,2.05e+03
dflash2,train,2,60,0.043,87.000,2.04e+03
dflash2,train,2,70,0.054,111.000,2.05e+03
dflash2,train,2,80,0.073,150.000,2.05e+03
dflash2,train,2,90,0.081,165.000,2.04e+03
dflash2,train,2,100,0.056,114.000,2.04e+03
dflash2,train,2,110,0.091,186.000,2.04e+03
dflash2,train,2,120,0.071,145.000,2.04e+03
dflash2,train,2,130,0.093,191.000,2.05e+03
dflash2,train,2,140,0.094,193.000,2.05e+03
dflash2,train,2,150,0.105,215.000,2.05e+03
dflash2,train,2,160,0.134,274.000,2.04e+03
dflash2,train,2,170,0.100,205.000,2.05e+03
dflash2,train,2,180,0.099,203.000,2.05e+03
dflash2,train,2,190,0.116,237.000,2.05e+03
dflash2,train,2,200,0.132,270.000,2.04e+03
dflash2,train,2,210,0.132,269.000,2.04e+03
dflash2,train,2,220,0.112,228.000,2.04e+03
dflash2,train,2,230,0.142,290.000,2.05e+03
dflash2,train,2,240,0.135,276.000,2.04e+03
dflash2,train,2,250,0.143,293.000,2.04e+03
dflash2,train,2,260,0.153,312.000,2.04e+03
dflash2,train,2,270,0.165,338.000,2.04e+03
dflash2,train,2,280,0.158,324.000,2.05e+03
dflash2,train,2,290,0.135,277.000,2.05e+03
dflash2,train,2,300,0.169,345.000,2.05e+03
dflash2,train,2,310,0.135,277.000,2.04e+03
dflash2,train,2,320,0.126,257.000,2.04e+03
dflash2,train,2,330,0.160,328.000,2.05e+03
dflash2,train,2,340,0.147,301.000,2.04e+03
dflash2,train,2,350,0.188,385.000,2.05e+03
dflash2,train,2,360,0.181,370.000,2.04e+03
dflash2,train,2,370,0.147,300.000,2.04e+03
dflash2,train,2,380,0.152,310.000,2.05e+03
dflash2,train,2,390,0.166,340.000,2.04e+03
dflash2,train,2,400,0.197,403.000,2.05e+03
dflash2,train,2,410,0.203,415.000,2.05e+03
dflash2,train,2,420,0.162,331.000,2.05e+03
dflash2,train,2,430,0.224,459.000,2.05e+03
dflash2,train,2,440,0.199,407.000,2.04e+03
dflash2,train,2,450,0.206,422.000,2.05e+03
dflash2,train,2,460,0.201,411.000,2.04e+03
dflash2,train,2,470,0.189,387.000,2.05e+03
dflash2,train,2,480,0.194,397.000,2.04e+03
dflash2,train,2,490,0.211,431.000,2.04e+03
dflash2,train,2,500,0.213,436.000,2.04e+03
dflash2,train,2,510,0.159,325.000,2.04e+03
dflash2,train,2,520,0.214,437.000,2.04e+03
dflash2,train,2,530,0.198,406.000,2.05e+03
dflash2,train,2,540,0.209,426.000,2.04e+03
dflash2,train,2,550,0.212,433.000,2.05e+03
dflash2,train,2,560,0.191,392.000,2.05e+03
dflash2,train,2,570,0.195,399.000,2.05e+03
dflash2,train,2,580,0.212,434.000,2.04e+03
dflash2,train,2,590,0.218,447.000,2.05e+03
dflash2,train,2,600,0.231,473.000,2.04e+03
dflash2,train,2,610,0.232,475.000,2.05e+03
dflash2,train,2,620,0.249,510.000,2.04e+03
dflash2,train,2,630,0.205,419.000,2.05e+03
dflash2,train,2,640,0.214,437.000,2.04e+03
dflash2,train,2,650,0.189,386.000,2.05e+03
dflash2,train,2,660,0.236,483.000,2.05e+03
dflash2,train,2,670,0.227,464.000,2.04e+03
dflash2,train,2,680,0.198,404.000,2.04e+03
dflash2,train,2,690,0.254,519.000,2.04e+03
dflash2,train,2,700,0.217,444.000,2.05e+03
dflash2,train,2,710,0.236,483.000,2.04e+03
dflash2,train,2,720,0.214,437.000,2.04e+03
dflash2,train,2,730,0.276,564.000,2.04e+03
dflash2,train,2,740,0.240,492.000,2.05e+03
dflash2,train,2,750,0.224,459.000,2.05e+03
dflash2,train,2,760,0.243,497.000,2.05e+03
dflash2,train,2,770,0.207,424.000,2.05e+03
dflash2,train,2,780,0.252,517.000,2.05e+03
dflash2,train,2,790,0.243,497.000,2.05e+03
dflash2,train,2,800,0.188,384.000,2.05e+03
dflash2,train,2,810,0.276,565.000,2.05e+03
dflash2,train,2,820,0.254,518.000,2.04e+03
dflash2,train,2,830,0.246,504.000,2.05e+03
dflash2,train,2,840,0.222,455.000,2.05e+03
dflash2,train,2,850,0.274,561.000,2.05e+03
dflash2,train,2,860,0.249,508.000,2.04e+03
dflash2,train,2,870,0.295,603.000,2.04e+03
dflash2,train,2,880,0.307,628.000,2.05e+03
dflash2,train,2,890,0.273,558.000,2.04e+03
dflash2,train,2,900,0.243,498.000,2.05e+03
dflash2,train,2,910,0.297,607.000,2.04e+03
dflash2,train,2,920,0.268,548.000,2.05e+03
dflash2,train,2,930,0.260,532.000,2.05e+03
dflash2,train,2,940,0.247,505.000,2.05e+03
dflash2,train,2,950,0.289,591.000,2.04e+03
dflash2,train,2,960,0.320,656.000,2.05e+03
dflash2,train,2,970,0.304,621.000,2.05e+03
dflash2,train,2,980,0.331,589.000,1.78e+03
dflash2,train,2,990,0.341,696.000,2.04e+03
dflash2,train,2,1000,0.301,615.000,2.04e+03
dflash2,train,2,1010,0.328,672.000,2.05e+03
dflash2,train,2,1020,0.296,606.000,2.05e+03
dflash2,train,2,1030,0.340,696.000,2.05e+03
dflash2,train,2,1040,0.318,650.000,2.05e+03
dflash2,train,2,1050,0.293,599.000,2.05e+03
dflash2,train,2,1060,0.310,634.000,2.05e+03
dflash2,train,2,1070,0.277,568.000,2.05e+03
dflash2,train,2,1080,0.301,615.000,2.04e+03
dflash2,train,2,1090,0.315,645.000,2.05e+03
dflash2,train,2,1100,0.309,631.000,2.04e+03
dflash2,train,2,1110,0.343,701.000,2.04e+03
dflash2,train,2,1120,0.299,612.000,2.04e+03
dflash2,train,2,1130,0.294,601.000,2.04e+03
dflash2,train,2,1140,0.294,601.000,2.05e+03
dflash2,train,2,1150,0.321,658.000,2.05e+03
dflash2,train,2,1160,0.282,577.000,2.05e+03
dflash2,train,2,1170,0.331,677.000,2.04e+03
dflash2,train,2,1180,0.308,629.000,2.04e+03
dflash2,train,2,1190,0.294,601.000,2.04e+03
dflash2,train,2,1200,0.311,631.000,2.03e+03
dflash2,train,2,1210,0.290,592.000,2.04e+03
dflash2,train,2,1220,0.358,732.000,2.05e+03
dflash2,train,2,1230,0.338,691.000,2.04e+03
dflash2,train,2,1240,0.428,877.000,2.05e+03
dflash2,train,2,1250,0.368,753.000,2.04e+03
dflash2,train,2,1260,0.330,674.000,2.04e+03
dflash2,train,2,1270,0.346,707.000,2.04e+03
dflash2,train,2,1280,0.384,785.000,2.05e+03
dflash2,train,2,1290,0.319,652.000,2.04e+03
dflash2,train,2,1300,0.302,618.000,2.04e+03
dflash2,train,2,1310,0.311,635.000,2.04e+03
dflash2,train,2,1320,0.411,841.000,2.04e+03
dflash2,train,2,1330,0.337,689.000,2.04e+03
dflash2,train,2,1340,0.338,690.000,2.04e+03
dflash2,train,2,1350,0.337,691.000,2.05e+03
dflash2,train,2,1360,0.325,664.000,2.04e+03
dflash2,train,2,1370,0.311,636.000,2.05e+03
dflash2,train,2,1380,0.340,696.000,2.05e+03
dflash2,train,2,1390,0.353,722.000,2.05e+03
dflash2,train,2,1400,0.313,641.000,2.05e+03
dflash2,train,2,1410,0.367,750.000,2.05e+03
dflash2,val,2,471,0.188,2.00e+04,1.06e+05
dflash2,val,2,942,0.254,2.76e+04,1.08e+05
dflash2,val,2,1413,0.296,3.21e+04,1.08e+05
dflash2,train,3,0,0.00e+00,0.00e+00,2.04e+03
dflash2,train,3,10,0.00e+00,0.00e+00,2.04e+03
dflash2,train,3,20,0.00e+00,0.00e+00,2.04e+03
dflash2,train,3,30,0.00e+00,0.00e+00,2.05e+03
dflash2,train,3,40,0.001,3.000,2.04e+03
dflash2,train,3,50,0.005,11.000,2.04e+03
dflash2,train,3,60,0.012,24.000,2.04e+03
dflash2,train,3,70,0.014,29.000,2.04e+03
dflash2,train,3,80,0.019,38.000,2.04e+03
dflash2,train,3,90,0.033,68.000,2.04e+03
dflash2,train,3,100,0.020,40.000,2.04e+03
dflash2,train,3,110,0.035,72.000,2.04e+03
dflash2,train,3,120,0.028,58.000,2.04e+03
dflash2,train,3,130,0.040,81.000,2.05e+03
dflash2,train,3,140,0.032,66.000,2.04e+03
dflash2,train,3,150,0.042,86.000,2.05e+03
dflash2,train,3,160,0.061,124.000,2.04e+03
dflash2,train,3,170,0.040,81.000,2.05e+03
dflash2,train,3,180,0.040,81.000,2.04e+03
dflash2,train,3,190,0.043,88.000,2.04e+03
dflash2,train,3,200,0.056,115.000,2.04e+03
dflash2,train,3,210,0.045,91.000,2.04e+03
dflash2,train,3,220,0.045,92.000,2.04e+03
dflash2,train,3,230,0.049,101.000,2.04e+03
dflash2,train,3,240,0.051,105.000,2.04e+03
dflash2,train,3,250,0.051,105.000,2.04e+03
dflash2,train,3,260,0.071,145.000,2.04e+03
dflash2,train,3,270,0.071,145.000,2.04e+03
dflash2,train,3,280,0.068,140.000,2.05e+03
dflash2,train,3,290,0.058,118.000,2.05e+03
dflash2,train,3,300,0.083,169.000,2.05e+03
dflash2,train,3,310,0.052,107.000,2.04e+03
dflash2,train,3,320,0.056,114.000,2.04e+03
dflash2,train,3,330,0.074,152.000,2.05e+03
dflash2,train,3,340,0.057,117.000,2.04e+03
dflash2,train,3,350,0.077,157.000,2.04e+03
dflash2,train,3,360,0.088,179.000,2.04e+03
dflash2,train,3,370,0.055,112.000,2.04e+03
dflash2,train,3,380,0.064,130.000,2.04e+03
dflash2,train,3,390,0.072,148.000,2.04e+03
dflash2,train,3,400,0.093,191.000,2.04e+03
dflash2,train,3,410,0.092,188.000,2.05e+03
dflash2,train,3,420,0.065,132.000,2.05e+03
dflash2,train,3,430,0.104,213.000,2.04e+03
dflash2,train,3,440,0.091,186.000,2.04e+03
dflash2,train,3,450,0.096,197.000,2.05e+03
dflash2,train,3,460,0.087,178.000,2.04e+03
dflash2,train,3,470,0.074,152.000,2.05e+03
dflash2,train,3,480,0.073,150.000,2.04e+03
dflash2,train,3,490,0.106,216.000,2.04e+03
dflash2,train,3,500,0.083,170.000,2.04e+03
dflash2,train,3,510,0.062,127.000,2.04e+03
dflash2,train,3,520,0.096,197.000,2.04e+03
dflash2,train,3,530,0.088,180.000,2.04e+03
dflash2,train,3,540,0.096,197.000,2.04e+03
dflash2,train,3,550,0.102,209.000,2.04e+03
dflash2,train,3,560,0.082,168.000,2.04e+03
dflash2,train,3,570,0.083,169.000,2.05e+03
dflash2,train,3,580,0.105,214.000,2.04e+03
dflash2,train,3,590,0.103,210.000,2.04e+03
dflash2,train,3,600,0.098,201.000,2.04e+03
dflash2,train,3,610,0.098,201.000,2.04e+03
dflash2,train,3,620,0.130,265.000,2.04e+03
dflash2,train,3,630,0.102,209.000,2.05e+03
dflash2,train,3,640,0.097,198.000,2.04e+03
dflash2,train,3,650,0.074,151.000,2.04e+03
dflash2,train,3,660,0.113,231.000,2.04e+03
