drafter,split,position,step,acc,sum,total
peagle,train,2,60,0.014,20.000,1.43e+03
peagle,train,2,70,0.013,18.000,1.43e+03
peagle,train,2,80,0.027,39.000,1.43e+03
peagle,train,2,90,0.034,48.000,1.43e+03
peagle,train,2,100,0.034,49.000,1.43e+03
peagle,train,2,110,0.031,44.000,1.43e+03
peagle,train,2,120,0.043,61.000,1.43e+03
peagle,train,2,130,0.055,79.000,1.42e+03
peagle,train,2,140,0.058,82.000,1.43e+03
peagle,train,2,150,0.054,77.000,1.43e+03
peagle,train,2,160,0.089,127.000,1.43e+03
peagle,train,2,170,0.080,114.000,1.43e+03
peagle,train,2,180,0.074,105.000,1.43e+03
peagle,train,2,190,0.098,140.000,1.43e+03
peagle,train,2,200,0.097,139.000,1.43e+03
peagle,train,2,210,0.098,140.000,1.43e+03
peagle,train,2,220,0.094,134.000,1.43e+03
peagle,train,2,230,0.095,135.000,1.43e+03
peagle,train,2,240,0.112,160.000,1.43e+03
peagle,train,2,250,0.089,127.000,1.43e+03
peagle,train,2,260,0.116,165.000,1.43e+03
peagle,train,2,270,0.141,202.000,1.43e+03
peagle,train,2,280,0.118,168.000,1.43e+03
peagle,train,2,290,0.131,187.000,1.43e+03
peagle,train,2,300,0.130,185.000,1.43e+03
peagle,train,2,310,0.135,193.000,1.43e+03
peagle,train,2,320,0.099,142.000,1.43e+03
peagle,train,2,330,0.158,225.000,1.42e+03
peagle,train,2,340,0.114,162.000,1.43e+03
peagle,train,2,350,0.168,240.000,1.43e+03
peagle,train,2,360,0.149,212.000,1.43e+03
peagle,train,2,370,0.123,176.000,1.43e+03
peagle,train,2,380,0.131,187.000,1.43e+03
peagle,train,2,390,0.143,204.000,1.43e+03
peagle,train,2,400,0.161,229.000,1.43e+03
peagle,train,2,410,0.167,238.000,1.43e+03
peagle,train,2,420,0.140,199.000,1.43e+03
peagle,train,2,430,0.174,248.000,1.43e+03
peagle,train,2,440,0.166,237.000,1.43e+03
peagle,train,2,450,0.168,240.000,1.43e+03
peagle,train,2,460,0.174,249.000,1.43e+03
peagle,train,2,470,0.157,224.000,1.43e+03
peagle,train,2,480,0.163,233.000,1.43e+03
peagle,train,2,490,0.198,283.000,1.43e+03
peagle,train,2,500,0.151,215.000,1.43e+03
peagle,train,2,510,0.139,198.000,1.43e+03
peagle,train,2,520,0.180,257.000,1.43e+03
peagle,train,2,530,0.170,242.000,1.43e+03
peagle,train,2,540,0.212,303.000,1.43e+03
peagle,train,2,550,0.189,270.000,1.43e+03
peagle,train,2,560,0.171,244.000,1.43e+03
peagle,train,2,570,0.165,235.000,1.43e+03
peagle,train,2,580,0.194,277.000,1.43e+03
peagle,train,2,590,0.188,269.000,1.43e+03
peagle,train,2,600,0.184,263.000,1.43e+03
peagle,train,2,610,0.181,258.000,1.43e+03
peagle,train,2,620,0.192,274.000,1.43e+03
peagle,train,2,630,0.172,245.000,1.43e+03
peagle,train,2,640,0.181,258.000,1.43e+03
peagle,train,2,650,0.150,214.000,1.43e+03
peagle,train,2,660,0.202,289.000,1.43e+03
peagle,train,2,670,0.186,266.000,1.43e+03
peagle,train,2,680,0.170,242.000,1.43e+03
peagle,train,2,690,0.234,334.000,1.43e+03
peagle,train,2,700,0.184,263.000,1.43e+03
peagle,train,2,710,0.202,289.000,1.43e+03
peagle,train,2,720,0.184,263.000,1.43e+03
peagle,train,2,730,0.257,367.000,1.43e+03
peagle,train,2,740,0.201,287.000,1.43e+03
peagle,train,2,750,0.209,299.000,1.43e+03
peagle,train,2,760,0.204,291.000,1.43e+03
peagle,train,2,770,0.191,273.000,1.43e+03
peagle,train,2,780,0.199,284.000,1.43e+03
peagle,train,2,790,0.225,322.000,1.43e+03
peagle,train,2,800,0.188,268.000,1.43e+03
peagle,train,2,810,0.232,331.000,1.43e+03
peagle,train,2,820,0.214,305.000,1.43e+03
peagle,train,2,830,0.206,294.000,1.43e+03
peagle,train,2,840,0.198,283.000,1.43e+03
peagle,train,2,850,0.239,341.000,1.43e+03
peagle,train,2,860,0.196,280.000,1.43e+03
peagle,train,2,870,0.261,373.000,1.43e+03
peagle,train,2,880,0.267,381.000,1.43e+03
peagle,train,2,890,0.242,345.000,1.43e+03
peagle,train,2,900,0.189,269.000,1.43e+03
peagle,train,2,910,0.237,338.000,1.43e+03
peagle,train,2,920,0.225,321.000,1.43e+03
peagle,train,2,930,0.237,338.000,1.43e+03
peagle,train,2,940,0.221,316.000,1.43e+03
peagle,train,2,950,0.252,360.000,1.43e+03
peagle,train,2,960,0.253,361.000,1.43e+03
peagle,train,2,970,0.273,390.000,1.43e+03
peagle,train,2,980,0.253,316.000,1.25e+03
peagle,train,2,990,0.245,350.000,1.43e+03
peagle,train,2,1000,0.260,371.000,1.43e+03
peagle,train,2,1010,0.295,421.000,1.43e+03
peagle,train,2,1020,0.240,342.000,1.43e+03
peagle,train,2,1030,0.294,420.000,1.43e+03
peagle,train,2,1040,0.264,377.000,1.43e+03
peagle,train,2,1050,0.243,347.000,1.43e+03
peagle,train,2,1060,0.235,335.000,1.43e+03
peagle,train,2,1070,0.213,304.000,1.43e+03
peagle,train,2,1080,0.249,355.000,1.43e+03
peagle,train,2,1090,0.235,336.000,1.43e+03
peagle,train,2,1100,0.242,345.000,1.43e+03
peagle,train,2,1110,0.292,416.000,1.43e+03
peagle,train,2,1120,0.273,390.000,1.43e+03
peagle,train,2,1130,0.263,375.000,1.43e+03
peagle,train,2,1140,0.254,363.000,1.43e+03
peagle,train,2,1150,0.259,370.000,1.43e+03
peagle,train,2,1160,0.214,306.000,1.43e+03
peagle,train,2,1170,0.298,425.000,1.43e+03
peagle,train,2,1180,0.247,353.000,1.43e+03
peagle,train,2,1190,0.224,320.000,1.43e+03
peagle,train,2,1200,0.243,343.000,1.41e+03
peagle,train,2,1210,0.231,329.000,1.43e+03
peagle,train,2,1220,0.299,427.000,1.43e+03
peagle,train,2,1230,0.280,399.000,1.42e+03
peagle,train,2,1240,0.230,329.000,1.43e+03
peagle,train,2,1250,0.279,398.000,1.43e+03
peagle,train,2,1260,0.254,363.000,1.43e+03
peagle,train,2,1270,0.274,391.000,1.43e+03
peagle,train,2,1280,0.308,440.000,1.43e+03
peagle,train,2,1290,0.241,344.000,1.43e+03
peagle,train,2,1300,0.239,341.000,1.43e+03
peagle,train,2,1310,0.250,357.000,1.43e+03
peagle,train,2,1320,0.345,492.000,1.43e+03
peagle,train,2,1330,0.283,404.000,1.43e+03
peagle,train,2,1340,0.266,380.000,1.43e+03
peagle,train,2,1350,0.268,382.000,1.43e+03
peagle,train,2,1360,0.261,373.000,1.43e+03
peagle,train,2,1370,0.267,381.000,1.43e+03
peagle,train,2,1380,0.281,401.000,1.43e+03
peagle,train,2,1390,0.263,375.000,1.43e+03
peagle,train,2,1400,0.220,314.000,1.43e+03
peagle,train,2,1410,0.255,363.000,1.43e+03
peagle,val,2,471,0.158,1.17e+04,7.42e+04
peagle,val,2,942,0.211,1.60e+04,7.56e+04
peagle,val,2,1413,0.237,1.80e+04,7.56e+04
peagle,train,3,0,0.00e+00,0.00e+00,994.000
peagle,train,3,10,0.00e+00,0.00e+00,995.000
peagle,train,3,20,0.00e+00,0.00e+00,995.000
peagle,train,3,30,0.00e+00,0.00e+00,996.000
peagle,train,3,40,0.001,1.000,995.000
peagle,train,3,50,0.00e+00,0.00e+00,996.000
peagle,train,3,60,0.00e+00,0.00e+00,995.000
peagle,train,3,70,0.00e+00,0.00e+00,996.000
peagle,train,3,80,0.00e+00,0.00e+00,994.000
peagle,train,3,90,0.00e+00,0.00e+00,996.000
peagle,train,3,100,0.00e+00,0.00e+00,995.000
peagle,train,3,110,0.00e+00,0.00e+00,995.000
peagle,train,3,120,0.00e+00,0.00e+00,995.000
peagle,train,3,130,0.00e+00,0.00e+00,996.000
peagle,train,3,140,0.002,2.000,995.000
peagle,train,3,150,0.00e+00,0.00e+00,995.000
peagle,train,3,160,0.001,1.000,994.000
peagle,train,3,170,0.006,6.000,996.000
peagle,train,3,180,0.002,2.000,994.000
peagle,train,3,190,0.011,11.000,996.000
peagle,train,3,200,0.008,8.000,995.000
peagle,train,3,210,0.010,10.000,994.000
peagle,train,3,220,0.007,7.000,995.000
peagle,train,3,230,0.008,8.000,995.000
peagle,train,3,240,0.014,14.000,994.000
peagle,train,3,250,0.014,14.000,995.000
peagle,train,3,260,0.017,17.000,995.000
peagle,train,3,270,0.021,21.000,994.000
peagle,train,3,280,0.014,14.000,995.000
peagle,train,3,290,0.018,18.000,996.000
peagle,train,3,300,0.029,29.000,996.000
peagle,train,3,310,0.020,20.000,996.000
peagle,train,3,320,0.018,18.000,994.000
peagle,train,3,330,0.039,39.000,994.000
peagle,train,3,340,0.015,15.000,995.000
peagle,train,3,350,0.039,39.000,995.000
peagle,train,3,360,0.024,24.000,995.000
peagle,train,3,370,0.014,14.000,994.000
peagle,train,3,380,0.021,21.000,995.000
peagle,train,3,390,0.036,36.000,995.000
peagle,train,3,400,0.030,30.000,996.000
peagle,train,3,410,0.028,28.000,995.000
peagle,train,3,420,0.033,33.000,996.000
peagle,train,3,430,0.034,34.000,996.000
peagle,train,3,440,0.029,29.000,996.000
peagle,train,3,450,0.039,39.000,995.000
peagle,train,3,460,0.040,40.000,996.000
peagle,train,3,470,0.029,29.000,996.000
peagle,train,3,480,0.039,39.000,996.000
peagle,train,3,490,0.045,45.000,995.000
peagle,train,3,500,0.019,19.000,994.000
peagle,train,3,510,0.018,18.000,995.000
peagle,train,3,520,0.033,33.000,996.000
peagle,train,3,530,0.040,40.000,996.000
peagle,train,3,540,0.056,56.000,995.000
peagle,train,3,550,0.035,35.000,994.000
peagle,train,3,560,0.026,26.000,996.000
peagle,train,3,570,0.040,40.000,995.000
peagle,train,3,580,0.064,64.000,995.000
peagle,train,3,590,0.064,64.000,996.000
peagle,train,3,600,0.043,43.000,995.000
peagle,train,3,610,0.032,32.000,995.000
peagle,train,3,620,0.053,53.000,996.000
peagle,train,3,630,0.042,42.000,996.000
peagle,train,3,640,0.037,37.000,995.000
peagle,train,3,650,0.025,25.000,996.000
peagle,train,3,660,0.059,59.000,994.000
peagle,train,3,670,0.035,35.000,996.000
peagle,train,3,680,0.037,37.000,995.000
peagle,train,3,690,0.072,72.000,994.000
peagle,train,3,700,0.039,39.000,996.000
peagle,train,3,710,0.052,52.000,996.000
peagle,train,3,720,0.035,35.000,995.000
peagle,train,3,730,0.081,81.000,994.000
peagle,train,3,740,0.067,67.000,995.000
peagle,train,3,750,0.062,62.000,996.000
peagle,train,3,760,0.050,50.000,996.000
peagle,train,3,770,0.034,34.000,996.000
peagle,train,3,780,0.057,57.000,995.000
peagle,train,3,790,0.054,54.000,994.000
peagle,train,3,800,0.043,43.000,995.000
peagle,train,3,810,0.077,77.000,996.000
peagle,train,3,820,0.062,62.000,996.000
peagle,train,3,830,0.057,57.000,996.000
peagle,train,3,840,0.054,54.000,993.000
peagle,train,3,850,0.103,103.000,996.000
peagle,train,3,860,0.050,50.000,995.000
peagle,train,3,870,0.087,87.000,995.000
peagle,train,3,880,0.082,82.000,995.000
peagle,train,3,890,0.064,64.000,995.000
peagle,train,3,900,0.048,48.000,996.000
peagle,train,3,910,0.074,74.000,995.000
peagle,train,3,920,0.070,70.000,996.000
peagle,train,3,930,0.072,72.000,996.000
peagle,train,3,940,0.056,56.000,995.000
peagle,train,3,950,0.075,75.000,996.000
peagle,train,3,960,0.072,72.000,995.000
peagle,train,3,970,0.063,63.000,994.000
peagle,train,3,980,0.069,60.000,871.000
peagle,train,3,990,0.047,47.000,995.000
peagle,train,3,1000,0.074,74.000,996.000
peagle,train,3,1010,0.094,94.000,996.000
peagle,train,3,1020,0.063,63.000,996.000
peagle,train,3,1030,0.105,104.000,994.000
peagle,train,3,1040,0.067,67.000,995.000
peagle,train,3,1050,0.074,73.000,993.000
peagle,train,3,1060,0.063,63.000,996.000
peagle,train,3,1070,0.049,49.000,996.000
peagle,train,3,1080,0.062,62.000,995.000
peagle,train,3,1090,0.072,72.000,996.000
peagle,train,3,1100,0.074,74.000,995.000
peagle,train,3,1110,0.090,89.000,994.000
peagle,train,3,1120,0.076,76.000,994.000
peagle,train,3,1130,0.074,74.000,996.000
peagle,train,3,1140,0.059,59.000,996.000
peagle,train,3,1150,0.074,74.000,995.000
peagle,train,3,1160,0.049,49.000,996.000
peagle,train,3,1170,0.104,103.000,995.000
peagle,train,3,1180,0.067,67.000,996.000
peagle,train,3,1190,0.061,61.000,996.000
peagle,train,3,1200,0.072,71.000,986.000
peagle,train,3,1210,0.058,58.000,996.000
peagle,train,3,1220,0.100,100.000,996.000
peagle,train,3,1230,0.098,98.000,996.000
peagle,train,3,1240,0.054,54.000,996.000
peagle,train,3,1250,0.082,82.000,995.000
peagle,train,3,1260,0.081,81.000,995.000
peagle,train,3,1270,0.058,58.000,996.000
peagle,train,3,1280,0.096,96.000,995.000
peagle,train,3,1290,0.057,57.000,996.000
peagle,train,3,1300,0.071,71.000,996.000
peagle,train,3,1310,0.065,65.000,996.000
peagle,train,3,1320,0.151,150.000,996.000
peagle,train,3,1330,0.082,82.000,995.000
peagle,train,3,1340,0.096,96.000,996.000
peagle,train,3,1350,0.078,78.000,996.000
peagle,train,3,1360,0.076,75.000,993.000
peagle,train,3,1370,0.074,74.000,994.000
peagle,train,3,1380,0.095,94.000,994.000
peagle,train,3,1390,0.086,85.000,994.000
peagle,train,3,1400,0.055,55.000,996.000
peagle,train,3,1410,0.082,82.000,996.000
peagle,val,3,471,0.034,1.75e+03,5.18e+04
peagle,val,3,942,0.058,3.08e+03,5.28e+04
peagle,val,3,1413,0.073,3.83e+03,5.27e+04
dflash,train,1,0,0.00e+00,0.00e+00,2.05e+03
dflash,train,1,10,0.042,85.000,2.05e+03
dflash,train,1,20,0.045,93.000,2.05e+03
dflash,train,1,30,0.079,161.000,2.05e+03
dflash,train,1,40,0.136,279.000,2.05e+03
dflash,train,1,50,0.131,269.000,2.05e+03
dflash,train,1,60,0.183,375.000,2.05e+03
dflash,train,1,70,0.207,424.000,2.05e+03
dflash,train,1,80,0.237,485.000,2.05e+03
dflash,train,1,90,0.278,569.000,2.05e+03
dflash,train,1,100,0.232,475.000,2.05e+03
dflash,train,1,110,0.291,595.000,2.05e+03
dflash,train,1,120,0.351,719.000,2.05e+03
dflash,train,1,130,0.292,597.000,2.05e+03
dflash,train,1,140,0.318,651.000,2.05e+03
dflash,train,1,150,0.336,688.000,2.05e+03
dflash,train,1,160,0.356,728.000,2.04e+03
dflash,train,1,170,0.326,667.000,2.05e+03
dflash,train,1,180,0.333,683.000,2.05e+03
dflash,train,1,190,0.368,753.000,2.05e+03
dflash,train,1,200,0.387,792.000,2.05e+03
dflash,train,1,210,0.397,812.000,2.04e+03
dflash,train,1,220,0.376,769.000,2.05e+03
dflash,train,1,230,0.393,805.000,2.05e+03
dflash,train,1,240,0.422,862.000,2.04e+03
dflash,train,1,250,0.419,857.000,2.05e+03
dflash,train,1,260,0.427,875.000,2.05e+03
dflash,train,1,270,0.430,881.000,2.05e+03
dflash,train,1,280,0.461,942.000,2.04e+03
dflash,train,1,290,0.431,882.000,2.05e+03
dflash,train,1,300,0.433,885.000,2.05e+03
dflash,train,1,310,0.442,904.000,2.05e+03
dflash,train,1,320,0.420,860.000,2.05e+03
dflash,train,1,330,0.445,912.000,2.05e+03
dflash,train,1,340,0.434,889.000,2.05e+03
dflash,train,1,350,0.488,998.000,2.05e+03
dflash,train,1,360,0.452,923.000,2.04e+03
dflash,train,1,370,0.431,882.000,2.05e+03
dflash,train,1,380,0.449,919.000,2.04e+03
dflash,train,1,390,0.459,939.000,2.05e+03
dflash,train,1,400,0.485,993.000,2.05e+03
dflash,train,1,410,0.497,1.02e+03,2.05e+03
dflash,train,1,420,0.479,981.000,2.05e+03
dflash,train,1,430,0.508,1.04e+03,2.05e+03
dflash,train,1,440,0.507,1.04e+03,2.05e+03
dflash,train,1,450,0.516,1.06e+03,2.04e+03
dflash,train,1,460,0.500,1.02e+03,2.05e+03
dflash,train,1,470,0.491,1.00e+03,2.05e+03
dflash,train,1,480,0.491,1.00e+03,2.05e+03
dflash,train,1,490,0.505,1.03e+03,2.05e+03
dflash,train,1,500,0.492,1.01e+03,2.05e+03
dflash,train,1,510,0.469,961.000,2.05e+03
dflash,train,1,520,0.513,1.05e+03,2.04e+03
dflash,train,1,530,0.505,1.03e+03,2.05e+03
dflash,train,1,540,0.526,1.08e+03,2.05e+03
dflash,train,1,550,0.544,1.12e+03,2.05e+03
dflash,train,1,560,0.528,1.08e+03,2.04e+03
dflash,train,1,570,0.543,1.11e+03,2.05e+03
dflash,train,1,580,0.532,1.09e+03,2.05e+03
dflash,train,1,590,0.524,1.07e+03,2.05e+03
dflash,train,1,600,0.529,1.08e+03,2.05e+03
dflash,train,1,610,0.530,1.08e+03,2.05e+03
dflash,train,1,620,0.528,1.08e+03,2.05e+03
dflash,train,1,630,0.539,1.10e+03,2.04e+03
dflash,train,1,640,0.516,1.06e+03,2.05e+03
dflash,train,1,650,0.513,1.05e+03,2.05e+03
dflash,train,1,660,0.567,1.16e+03,2.05e+03
dflash,train,1,670,0.513,1.05e+03,2.05e+03
dflash,train,1,680,0.517,1.06e+03,2.05e+03
dflash,train,1,690,0.575,1.18e+03,2.05e+03
dflash,train,1,700,0.538,1.10e+03,2.05e+03
dflash,train,1,710,0.531,1.09e+03,2.05e+03
dflash,train,1,720,0.521,1.07e+03,2.05e+03
dflash,train,1,730,0.571,1.17e+03,2.05e+03
dflash,train,1,740,0.547,1.12e+03,2.05e+03
dflash,train,1,750,0.531,1.09e+03,2.05e+03
dflash,train,1,760,0.551,1.13e+03,2.05e+03
dflash,train,1,770,0.527,1.08e+03,2.05e+03
dflash,train,1,780,0.548,1.12e+03,2.05e+03
dflash,train,1,790,0.532,1.09e+03,2.05e+03
dflash,train,1,800,0.532,1.09e+03,2.05e+03
dflash,train,1,810,0.582,1.19e+03,2.05e+03
dflash,train,1,820,0.599,1.22e+03,2.04e+03
dflash,train,1,830,0.536,1.10e+03,2.05e+03
dflash,train,1,840,0.550,1.13e+03,2.05e+03
dflash,train,1,850,0.551,1.13e+03,2.05e+03
dflash,train,1,860,0.562,1.15e+03,2.05e+03
dflash,train,1,870,0.599,1.23e+03,2.05e+03
dflash,train,1,880,0.584,1.20e+03,2.05e+03
dflash,train,1,890,0.593,1.22e+03,2.05e+03
dflash,train,1,900,0.567,1.16e+03,2.05e+03
dflash,train,1,910,0.585,1.20e+03,2.05e+03
dflash,train,1,920,0.596,1.22e+03,2.05e+03
dflash,train,1,930,0.598,1.22e+03,2.05e+03
dflash,train,1,940,0.561,1.15e+03,2.05e+03
dflash,train,1,950,0.598,1.22e+03,2.05e+03
dflash,train,1,960,0.612,1.25e+03,2.05e+03
dflash,train,1,970,0.624,1.28e+03,2.05e+03
dflash,train,1,980,0.618,1.10e+03,1.77e+03
dflash,train,1,990,0.632,1.29e+03,2.05e+03
dflash,train,1,1000,0.633,1.29e+03,2.04e+03
dflash,train,1,1010,0.635,1.30e+03,2.05e+03
dflash,train,1,1020,0.606,1.24e+03,2.05e+03
dflash,train,1,1030,0.639,1.31e+03,2.05e+03
dflash,train,1,1040,0.659,1.35e+03,2.05e+03
dflash,train,1,1050,0.605,1.24e+03,2.05e+03
dflash,train,1,1060,0.624,1.28e+03,2.05e+03
dflash,train,1,1070,0.615,1.26e+03,2.05e+03
dflash,train,1,1080,0.619,1.26e+03,2.04e+03
dflash,train,1,1090,0.626,1.28e+03,2.04e+03
dflash,train,1,1100,0.628,1.29e+03,2.05e+03
dflash,train,1,1110,0.638,1.31e+03,2.05e+03
dflash,train,1,1120,0.641,1.31e+03,2.05e+03
dflash,train,1,1130,0.630,1.29e+03,2.05e+03
dflash,train,1,1140,0.612,1.25e+03,2.04e+03
dflash,train,1,1150,0.627,1.28e+03,2.05e+03
dflash,train,1,1160,0.596,1.22e+03,2.05e+03
dflash,train,1,1170,0.659,1.35e+03,2.05e+03
dflash,train,1,1180,0.639,1.31e+03,2.05e+03
dflash,train,1,1190,0.613,1.25e+03,2.04e+03
dflash,train,1,1200,0.616,1.25e+03,2.03e+03
dflash,train,1,1210,0.634,1.30e+03,2.05e+03
dflash,train,1,1220,0.677,1.38e+03,2.05e+03
dflash,train,1,1230,0.615,1.26e+03,2.05e+03
dflash,train,1,1240,0.647,1.32e+03,2.05e+03
dflash,train,1,1250,0.648,1.33e+03,2.05e+03
dflash,train,1,1260,0.625,1.28e+03,2.05e+03
dflash,train,1,1270,0.639,1.31e+03,2.05e+03
dflash,train,1,1280,0.681,1.39e+03,2.05e+03
dflash,train,1,1290,0.621,1.27e+03,2.05e+03
dflash,train,1,1300,0.638,1.31e+03,2.05e+03
dflash,train,1,1310,0.657,1.34e+03,2.05e+03
dflash,train,1,1320,0.673,1.38e+03,2.05e+03
dflash,train,1,1330,0.657,1.34e+03,2.05e+03
dflash,train,1,1340,0.643,1.32e+03,2.05e+03
dflash,train,1,1350,0.663,1.36e+03,2.05e+03
dflash,train,1,1360,0.636,1.30e+03,2.04e+03
dflash,train,1,1370,0.620,1.27e+03,2.05e+03
dflash,train,1,1380,0.642,1.32e+03,2.05e+03
dflash,train,1,1390,0.658,1.35e+03,2.05e+03
dflash,train,1,1400,0.629,1.29e+03,2.05e+03
dflash,train,1,1410,0.675,1.38e+03,2.05e+03
dflash,val,1,471,0.488,5.19e+04,1.06e+05
dflash,val,1,942,0.565,6.13e+04,1.08e+05
dflash,val,1,1413,0.605,6.56e+04,1.08e+05
dflash,train,2,0,0.00e+00,0.00e+00,2.05e+03
dflash,train,2,10,0.00e+00,0.00e+00,2.04e+03
dflash,train,2,20,0.00e+00,0.00e+00,2.04e+03
dflash,train,2,30,9.77e-04,2.000,2.05e+03
dflash,train,2,40,0.006,12.000,2.04e+03
dflash,train,2,50,0.011,23.000,2.04e+03
dflash,train,2,60,0.016,32.000,2.04e+03
dflash,train,2,70,0.026,53.000,2.05e+03
dflash,train,2,80,0.047,97.000,2.04e+03
dflash,train,2,90,0.073,149.000,2.04e+03
dflash,train,2,100,0.056,115.000,2.04e+03
dflash,train,2,110,0.078,159.000,2.05e+03
dflash,train,2,120,0.064,130.000,2.05e+03
dflash,train,2,130,0.082,167.000,2.05e+03
dflash,train,2,140,0.078,160.000,2.04e+03
dflash,train,2,150,0.096,197.000,2.05e+03
dflash,train,2,160,0.120,245.000,2.04e+03
dflash,train,2,170,0.083,169.000,2.05e+03
dflash,train,2,180,0.098,200.000,2.05e+03
dflash,train,2,190,0.111,226.000,2.04e+03
dflash,train,2,200,0.122,250.000,2.04e+03
dflash,train,2,210,0.131,267.000,2.04e+03
dflash,train,2,220,0.122,249.000,2.04e+03
dflash,train,2,230,0.127,259.000,2.05e+03
dflash,train,2,240,0.152,311.000,2.04e+03
dflash,train,2,250,0.151,309.000,2.04e+03
dflash,train,2,260,0.152,311.000,2.04e+03
dflash,train,2,270,0.164,335.000,2.04e+03
dflash,train,2,280,0.178,363.000,2.04e+03
dflash,train,2,290,0.152,311.000,2.05e+03
dflash,train,2,300,0.157,322.000,2.04e+03
dflash,train,2,310,0.159,326.000,2.05e+03
dflash,train,2,320,0.129,265.000,2.05e+03
dflash,train,2,330,0.173,354.000,2.04e+03
dflash,train,2,340,0.147,300.000,2.04e+03
dflash,train,2,350,0.197,403.000,2.05e+03
dflash,train,2,360,0.173,353.000,2.04e+03
dflash,train,2,370,0.151,309.000,2.04e+03
dflash,train,2,380,0.158,323.000,2.04e+03
dflash,train,2,390,0.165,337.000,2.04e+03
dflash,train,2,400,0.200,408.000,2.04e+03
dflash,train,2,410,0.214,437.000,2.04e+03
dflash,train,2,420,0.185,379.000,2.05e+03
dflash,train,2,430,0.205,419.000,2.05e+03
dflash,train,2,440,0.212,434.000,2.04e+03
dflash,train,2,450,0.212,433.000,2.04e+03
dflash,train,2,460,0.206,421.000,2.05e+03
dflash,train,2,470,0.191,390.000,2.04e+03
dflash,train,2,480,0.190,388.000,2.05e+03
dflash,train,2,490,0.226,462.000,2.04e+03
dflash,train,2,500,0.189,386.000,2.05e+03
dflash,train,2,510,0.155,318.000,2.05e+03
dflash,train,2,520,0.220,449.000,2.04e+03
dflash,train,2,530,0.204,418.000,2.05e+03
dflash,train,2,540,0.239,490.000,2.05e+03
dflash,train,2,550,0.249,509.000,2.05e+03
dflash,train,2,560,0.219,448.000,2.04e+03
dflash,train,2,570,0.235,481.000,2.05e+03
dflash,train,2,580,0.239,489.000,2.05e+03
dflash,train,2,590,0.236,484.000,2.05e+03
dflash,train,2,600,0.220,449.000,2.04e+03
dflash,train,2,610,0.224,459.000,2.05e+03
dflash,train,2,620,0.251,514.000,2.05e+03
dflash,train,2,630,0.215,440.000,2.04e+03
dflash,train,2,640,0.214,438.000,2.04e+03
dflash,train,2,650,0.208,426.000,2.05e+03
dflash,train,2,660,0.279,571.000,2.04e+03
dflash,train,2,670,0.221,452.000,2.05e+03
dflash,train,2,680,0.219,448.000,2.05e+03
dflash,train,2,690,0.262,536.000,2.05e+03
dflash,train,2,700,0.243,498.000,2.05e+03
dflash,train,2,710,0.235,482.000,2.05e+03
dflash,train,2,720,0.210,430.000,2.04e+03
dflash,train,2,730,0.273,558.000,2.04e+03
dflash,train,2,740,0.260,532.000,2.05e+03
dflash,train,2,750,0.230,472.000,2.05e+03
dflash,train,2,760,0.258,528.000,2.05e+03
dflash,train,2,770,0.221,453.000,2.05e+03
dflash,train,2,780,0.245,502.000,2.05e+03
dflash,train,2,790,0.243,498.000,2.05e+03
dflash,train,2,800,0.215,440.000,2.04e+03
dflash,train,2,810,0.298,609.000,2.05e+03
dflash,train,2,820,0.283,578.000,2.04e+03
dflash,train,2,830,0.255,522.000,2.05e+03
dflash,train,2,840,0.253,518.000,2.05e+03
dflash,train,2,850,0.268,549.000,2.05e+03
dflash,train,2,860,0.251,514.000,2.05e+03
dflash,train,2,870,0.315,644.000,2.05e+03
dflash,train,2,880,0.288,588.000,2.04e+03
dflash,train,2,890,0.308,630.000,2.05e+03
dflash,train,2,900,0.269,551.000,2.05e+03
dflash,train,2,910,0.286,584.000,2.04e+03
dflash,train,2,920,0.295,604.000,2.05e+03
dflash,train,2,930,0.292,596.000,2.04e+03
dflash,train,2,940,0.260,531.000,2.04e+03
dflash,train,2,950,0.298,610.000,2.05e+03
dflash,train,2,960,0.308,630.000,2.05e+03
dflash,train,2,970,0.325,664.000,2.05e+03
dflash,train,2,980,0.321,569.000,1.77e+03
dflash,train,2,990,0.331,676.000,2.04e+03
dflash,train,2,1000,0.323,661.000,2.04e+03
dflash,train,2,1010,0.349,715.000,2.05e+03
dflash,train,2,1020,0.296,605.000,2.05e+03
dflash,train,2,1030,0.348,712.000,2.05e+03
dflash,train,2,1040,0.326,668.000,2.05e+03
dflash,train,2,1050,0.303,620.000,2.04e+03
dflash,train,2,1060,0.311,636.000,2.04e+03
dflash,train,2,1070,0.299,611.000,2.04e+03
dflash,train,2,1080,0.332,678.000,2.04e+03
dflash,train,2,1090,0.320,654.000,2.04e+03
dflash,train,2,1100,0.340,697.000,2.05e+03
dflash,train,2,1110,0.359,734.000,2.05e+03
dflash,train,2,1120,0.319,654.000,2.05e+03
dflash,train,2,1130,0.327,669.000,2.05e+03
dflash,train,2,1140,0.297,606.000,2.04e+03
dflash,train,2,1150,0.321,657.000,2.05e+03
dflash,train,2,1160,0.284,582.000,2.05e+03
dflash,train,2,1170,0.372,761.000,2.05e+03
dflash,train,2,1180,0.343,702.000,2.05e+03
dflash,train,2,1190,0.309,631.000,2.04e+03
dflash,train,2,1200,0.310,628.000,2.03e+03
dflash,train,2,1210,0.308,631.000,2.05e+03
dflash,train,2,1220,0.378,774.000,2.05e+03
