subset,num_drafts,num_draft_tokens,num_accepted_tokens,acceptance_length,acceptance_at_pos_0,acceptance_at_pos_1,acceptance_at_pos_2,acceptance_at_pos_3,acceptance_at_pos_4,acceptance_at_pos_5,acceptance_at_pos_6,acceptance_at_pos_7
HumanEval,199782.0,1598256.0,292937.0,2.466283248741128,0.6493978436495781,0.3794936480764033,0.20863240932616553,0.11231242053838685,0.05932966933958014,0.030763532250152666,0.017148692074361052,0.009205033486500286
math_reasoning,56401.0,451208.0,94121.0,2.6687824683959507,0.6715483768018298,0.41091470009396996,0.24905586780376235,0.15141575503980426,0.08959061009556568,0.051594829878902855,0.028616513891597667,0.0160458147905179
qa,53541.0,428328.0,52179.0,1.9745615509609458,0.5337778524868793,0.24751125305840385,0.11027063371995294,0.047869856745298,0.021516221213649354,0.008983769447712968,0.003417941390709923,0.0012140228983395901
question,67446.0,539568.0,81555.0,2.209189573881327,0.5905909913115678,0.3048364617620022,0.15326335142187825,0.07892239717700086,0.042152240310767135,0.021572813806600838,0.011624114106099695,0.006227203985410551
rag,34520.0,276160.0,33980.0,1.9843568945538816,0.5340092699884125,0.25115874855156434,0.10944380069524913,0.049797219003476244,0.023146002317497104,0.010631517960602549,0.004374275782155272,0.0017960602549246813
summarization,27166.0,217328.0,20177.0,1.7427298829419127,0.471103585364058,0.17750128837517484,0.0615107119193109,0.02101892070971067,0.007509386733416771,0.0027976146653905616,0.0009570787013178238,0.00033129647353309286
tool_call,67745.0,541960.0,74121.0,2.0941176470588236,0.5701675400398554,0.27906118532733043,0.12616429256771716,0.062130046497896524,0.02983245996014466,0.015233596575393018,0.007838216842571407,0.003690309247914975
translation,29882.0,239056.0,24271.0,1.8122280971822502,0.4668362224750686,0.21377417843517837,0.0838297302724048,0.0303861856636102,0.011378087142761529,0.004183120273074091,0.0014389933739374875,0.0004015795462151128
writing,65343.0,522744.0,79643.0,2.218845170867576,0.5912492539369175,0.30783710573435563,0.15870100852424895,0.08114105566013192,0.0412592014446842,0.02156313606660239,0.011187120273020828,0.005907289227614281
